CABra dataset - General attributes
 
gauge_hreg, gauge_biome, and gauge_state are the hydrographic region, biome and Brazilian state which is located the streamflow gauge.
missing_data is the percentage of missing data in the daily time series records of the catchment.
series_length is the number of complete years of records in the catchment.
quality_index is the integrity of data records in the streamflow, considering the two previous attributes (missing_data and series_length).
 
  CABra ID	     ANA ID	  longitude	   latitude	                     gauge_hreg	          gauge_biome	 gauge_state	 missing_data	 series_length	   quality_index
          	           	         dd	         dd	                               	                     	          	            %	        years	                
       691	   58826000	    -42.521	    -22.228	             Southeast Atlantic	      Atlantic forest	        RJ	         0.00	           30	          100.00
       692	   58846000	    -42.135	    -22.024	             Southeast Atlantic	      Atlantic forest	        RJ	         0.00	           30	          100.00
       693	   58857000	    -42.356	    -21.952	             Southeast Atlantic	      Atlantic forest	        RJ	         0.00	           30	          100.00
       694	   58880001	    -41.753	    -21.642	             Southeast Atlantic	      Atlantic forest	        RJ	         0.01	           29	           99.99
       695	   60030000	    -47.557	    -17.504	                         Paraná	              Cerrado	        GO	         9.37	           27	           91.56
       696	   60435100	    -48.210	    -15.700	                         Paraná	              Cerrado	        DF	         0.00	           30	          100.00
       697	   60477400	    -47.879	    -15.713	                         Paraná	              Cerrado	        DF	         0.82	           29	           99.21
       698	   60477600	    -47.911	    -15.728	                         Paraná	              Cerrado	        DF	         0.00	           30	          100.00
       699	   60478500	    -47.898	    -15.873	                         Paraná	              Cerrado	        DF	         0.45	           29	           99.57
       700	   60478600	    -47.858	    -15.856	                         Paraná	              Cerrado	        DF	         0.00	           30	          100.00
       701	   60500000	    -47.801	    -16.538	                         Paraná	              Cerrado	        GO	         1.85	           25	           98.46
       702	   60540000	    -48.138	    -17.132	                         Paraná	              Cerrado	        GO	         7.47	           25	           93.78
       703	   61175000	    -45.168	    -21.258	                         Paraná	      Atlantic forest	        MG	         5.83	           27	           94.75
       704	   61565000	    -46.123	    -21.788	                         Paraná	      Atlantic forest	        MG	         0.28	           29	           99.73
       705	   61795000	    -48.391	    -19.909	                         Paraná	              Cerrado	        MG	         2.24	           27	           97.99
       706	   61910000	    -47.808	    -21.698	                         Paraná	              Cerrado	        SP	         2.88	           26	           97.50
       707	   61956001	    -48.800	    -21.078	                         Paraná	      Atlantic forest	        SP	         1.65	           27	           98.51
       708	   62095100	    -45.844	    -23.529	                         Paraná	      Atlantic forest	        SP	        16.80	           24	           86.56
       709	   62110000	    -46.160	    -23.522	                         Paraná	      Atlantic forest	        SP	         2.00	           28	           98.13
       710	   62496001	    -47.756	    -23.399	                         Paraná	      Atlantic forest	        SP	         9.65	           24	           92.28
       711	   62676000	    -46.830	    -22.984	                         Paraná	      Atlantic forest	        SP	        11.96	           25	           90.04
       712	   62772500	    -48.276	    -21.871	                         Paraná	              Cerrado	        SP	         3.41	           27	           96.93
       713	   63160000	    -50.292	    -21.714	                         Paraná	      Atlantic forest	        SP	         3.61	           26	           96.87
       714	   64346000	    -50.909	    -22.532	                         Paraná	              Cerrado	        SP	         5.65	           20	           96.23
       715	   64370000	    -50.288	    -23.088	                         Paraná	      Atlantic forest	        PR	         0.27	           29	           99.74
       716	   64491000	    -50.693	    -24.033	                         Paraná	      Atlantic forest	        PR	         2.20	           21	           98.46
       717	   65019700	    -49.355	    -25.613	                         Paraná	      Atlantic forest	        PR	         1.41	           27	           98.73
       718	   65415000	    -51.142	    -26.030	                         Paraná	      Atlantic forest	        PR	         6.35	           24	           94.92
       719	   65855000	    -52.213	    -25.493	                         Paraná	      Atlantic forest	        PR	         0.16	           29	           99.84
       720	   66006000	    -56.814	    -14.453	                       Paraguai	               Amazon	        MT	         2.59	           23	           98.01
       721	   66008000	    -57.083	    -15.166	                       Paraguai	               Amazon	        MT	         7.13	           17	           95.96
       722	   66160000	    -56.131	    -14.655	                       Paraguai	              Cerrado	        MT	         6.92	           27	           93.77
       723	   75155000	    -53.781	    -28.287	                        Uruguai	      Atlantic forest	        RS	         6.38	           21	           95.53
       724	   75205000	    -54.031	    -28.385	                        Uruguai	      Atlantic forest	        RS	         1.20	           28	           98.88
       725	   75450000	    -54.914	    -28.578	                        Uruguai	                Pampa	        RS	         2.37	           25	           98.02
       726	   76100000	    -54.343	    -29.556	                        Uruguai	                Pampa	        RS	         0.73	           28	           99.32
       727	   76300000	    -54.903	    -30.279	                        Uruguai	                Pampa	        RS	         4.40	           19	           97.21
       728	   76440000	    -54.688	    -29.500	                        Uruguai	      Atlantic forest	        RS	         2.50	           23	           98.08
       729	   76460000	    -54.737	    -29.363	                        Uruguai	      Atlantic forest	        RS	         0.91	           27	           99.18
       730	   81380000	    -48.105	    -24.520	             Southeast Atlantic	      Atlantic forest	        SP	         9.54	           24	           92.37
       731	   81683000	    -47.838	    -24.486	             Southeast Atlantic	      Atlantic forest	        SP	         2.56	           25	           97.87
       732	   84950000	    -49.602	    -28.942	                 South Atlantic	      Atlantic forest	        SC	         0.72	           27	           99.35
       733	   87160000	    -51.188	    -29.337	                 South Atlantic	      Atlantic forest	        RS	         1.23	           26	           98.93
       734	   87399000	    -50.978	    -29.966	                 South Atlantic	                Pampa	        RS	         0.89	           28	           99.17
       735	   87400000	    -51.068	    -29.963	                 South Atlantic	                Pampa	        RS	         0.68	           28	           99.36
