CABra dataset - General attributes
 
gauge_hreg, gauge_biome, and gauge_state are the hydrographic region, biome and Brazilian state which is located the streamflow gauge.
missing_data is the percentage of missing data in the daily time series records of the catchment.
series_length is the number of complete years of records in the catchment.
quality_index is the integrity of data records in the streamflow, considering the two previous attributes (missing_data and series_length).
 
  CABra ID	     ANA ID	  longitude	   latitude	                     gauge_hreg	          gauge_biome	 gauge_state	 missing_data	 series_length	   quality_index
          	           	         dd	         dd	                               	                     	          	            %	        years	                
       434	   61107000	    -44.234	    -21.124	                         Paraná	      Atlantic forest	        MG	         0.00	           30	          100.00
       435	   61115000	    -44.213	    -21.054	                         Paraná	      Atlantic forest	        MG	         0.00	           30	          100.00
       436	   61122000	    -44.330	    -21.196	                         Paraná	      Atlantic forest	        MG	         0.27	           29	           99.74
       437	   61135000	    -44.737	    -21.139	                         Paraná	      Atlantic forest	        MG	         0.00	           30	          100.00
       438	   61173000	    -45.172	    -21.342	                         Paraná	      Atlantic forest	        MG	         0.00	           30	          100.00
       439	   61267000	    -45.287	    -22.508	                         Paraná	      Atlantic forest	        MG	         0.84	           28	           99.22
       440	   61271000	    -45.425	    -22.446	                         Paraná	      Atlantic forest	        MG	         0.28	           29	           99.73
       441	   61295000	    -45.621	    -22.470	                         Paraná	      Atlantic forest	        MG	         0.28	           29	           99.73
       442	   61460000	    -45.078	    -21.889	                         Paraná	      Atlantic forest	        MG	         0.00	           30	          100.00
       443	   61473000	    -44.880	    -21.952	                         Paraná	      Atlantic forest	        MG	         0.00	           30	          100.00
       444	   61500000	    -45.262	    -21.871	                         Paraná	      Atlantic forest	        MG	         0.00	           30	          100.00
       445	   61510000	    -45.248	    -21.704	                         Paraná	      Atlantic forest	        MG	         0.00	           30	          100.00
       446	   61520000	    -45.259	    -21.678	                         Paraná	      Atlantic forest	        MG	         3.36	           28	           96.87
       447	   61537000	    -45.489	    -21.612	                         Paraná	      Atlantic forest	        MG	         0.00	           30	          100.00
       448	   61610000	    -46.361	    -21.278	                         Paraná	      Atlantic forest	        MG	         0.84	           28	           99.22
       449	   61700000	    -46.807	    -20.809	                         Paraná	      Atlantic forest	        MG	         0.00	           30	          100.00
       450	   61770000	    -47.013	    -21.136	                         Paraná	              Cerrado	        MG	         2.98	           29	           97.12
       451	   61800500	    -46.309	    -22.004	                         Paraná	      Atlantic forest	        MG	         6.03	           26	           94.77
       452	   61815000	    -46.704	    -21.294	                         Paraná	      Atlantic forest	        MG	         4.14	           28	           96.13
       453	   61826000	    -46.962	    -21.420	                         Paraná	              Cerrado	        MG	         0.00	           30	          100.00
       454	   61830000	    -47.477	    -21.319	                         Paraná	              Cerrado	        SP	         0.00	           30	          100.00
       455	   61861000	    -46.323	    -22.318	                         Paraná	      Atlantic forest	        MG	         3.71	           23	           97.16
       456	   61865000	    -46.608	    -22.273	                         Paraná	      Atlantic forest	        MG	         3.63	           26	           96.85
       457	   61879000	    -46.648	    -22.522	                         Paraná	      Atlantic forest	        SP	         8.08	           24	           93.54
       458	   61886000	    -47.134	    -22.299	                         Paraná	              Cerrado	        SP	         0.01	           29	           99.99
       459	   61902000	    -47.474	    -21.846	                         Paraná	      Atlantic forest	        SP	         0.00	           30	          100.00
       460	   61912000	    -48.041	    -21.517	                         Paraná	              Cerrado	        SP	         0.00	           30	          100.00
       461	   61915000	    -48.176	    -21.018	                         Paraná	              Cerrado	        SP	         0.00	           30	          100.00
       462	   62395000	    -47.058	    -23.150	                         Paraná	      Atlantic forest	        SP	         5.16	           25	           95.70
       463	   62600000	    -46.633	    -22.882	                         Paraná	      Atlantic forest	        SP	         0.00	           30	          100.00
       464	   62615000	    -46.987	    -22.709	                         Paraná	      Atlantic forest	        SP	         0.00	           30	          100.00
       465	   62625000	    -46.781	    -22.708	                         Paraná	      Atlantic forest	        SP	         1.71	           27	           98.46
       466	   62665000	    -46.365	    -23.052	                         Paraná	      Atlantic forest	        SP	         5.57	           24	           95.55
       467	   62670000	    -46.557	    -23.104	                         Paraná	      Atlantic forest	        SP	         1.48	           28	           98.62
       468	   62760130	    -47.902	    -22.166	                         Paraná	              Cerrado	        SP	         2.50	           29	           97.58
       469	   63350100	    -52.901	    -20.445	                         Paraná	              Cerrado	        MS	         0.00	           30	          100.00
       470	   63900001	    -53.718	    -20.441	                         Paraná	              Cerrado	        MS	         3.75	           27	           96.62
       471	   63955000	    -53.053	    -21.608	                         Paraná	              Cerrado	        MS	         0.85	           28	           99.21
       472	   64065000	    -48.109	    -23.625	                         Paraná	              Cerrado	        SP	         3.33	           24	           97.34
       473	   64360000	    -49.958	    -23.767	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       474	   64362000	    -50.163	    -23.342	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       475	   64380000	    -50.391	    -23.850	                         Paraná	      Atlantic forest	        PR	         0.01	           29	           99.99
       476	   64382000	    -50.448	    -23.399	                         Paraná	      Atlantic forest	        PR	         1.40	           29	           98.65
       477	   64442800	    -50.525	    -25.200	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       478	   64447000	    -50.390	    -24.947	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       479	   64465000	    -50.409	    -24.508	                         Paraná	              Cerrado	        PR	         0.00	           30	          100.00
       480	   64501000	    -50.923	    -23.637	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       481	   64507000	    -50.984	    -23.251	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       482	   64508500	    -50.788	    -23.173	                         Paraná	      Atlantic forest	        PR	         3.11	           27	           97.20
       483	   64550000	    -52.079	    -22.857	                         Paraná	      Atlantic forest	        PR	         5.17	           25	           95.70
       484	   64613000	    -54.422	    -21.641	                         Paraná	      Atlantic forest	        MS	         0.56	           29	           99.46
       485	   64617000	    -53.531	    -22.383	                         Paraná	      Atlantic forest	        MS	         0.00	           30	          100.00
       486	   64620000	    -50.943	    -25.205	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       487	   64625000	    -51.143	    -24.828	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       488	   64645000	    -51.425	    -24.341	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       489	   64652000	    -51.482	    -24.106	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       490	   64655000	    -51.622	    -24.042	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       491	   64659000	    -51.947	    -24.016	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       492	   64673000	    -52.194	    -23.825	                         Paraná	      Atlantic forest	        PR	         0.51	           29	           99.51
       493	   64675002	    -52.117	    -23.674	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       494	   64682000	    -52.606	    -23.443	                         Paraná	      Atlantic forest	        PR	         0.73	           28	           99.32
       495	   64685000	    -52.665	    -23.324	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       496	   64693000	    -53.316	    -23.199	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       497	   64715001	    -54.563	    -22.971	                         Paraná	      Atlantic forest	        MS	         5.57	           26	           95.18
       498	   64771500	    -52.763	    -24.867	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       499	   64773000	    -52.309	    -24.728	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       500	   64775000	    -52.703	    -24.749	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       501	   64785000	    -52.902	    -24.554	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       502	   64795000	    -53.128	    -24.558	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       503	   64799500	    -53.161	    -24.378	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       504	   64810000	    -53.134	    -23.919	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       505	   64815000	    -53.324	    -24.133	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       506	   64820000	    -53.327	    -24.204	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       507	   64830000	    -53.746	    -24.188	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       508	   64843000	    -54.283	    -24.076	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       509	   65010000	    -49.145	    -25.519	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       510	   65015400	    -49.229	    -25.590	                         Paraná	      Atlantic forest	        PR	         6.39	           27	           94.25
       511	   65025000	    -49.513	    -25.606	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       512	   65027000	    -49.584	    -25.580	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       513	   65094500	    -49.626	    -26.200	                         Paraná	      Atlantic forest	        PR	         3.90	           26	           96.62
       514	   65095000	    -49.603	    -26.216	                         Paraná	      Atlantic forest	        PR	         0.84	           29	           99.19
       515	   65135000	    -49.393	    -25.934	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       516	   65136550	    -49.526	    -25.856	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       517	   65220000	    -50.590	    -26.022	                         Paraná	      Atlantic forest	        SC	         0.00	           30	          100.00
       518	   65310000	    -51.078	    -26.228	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       519	   65365000	    -51.219	    -26.177	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       520	   65925000	    -52.295	    -26.278	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       521	   65945000	    -52.801	    -26.051	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       522	   65948000	    -53.020	    -26.153	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       523	   65960000	    -52.927	    -25.769	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       524	   65979000	    -53.519	    -25.435	                         Paraná	      Atlantic forest	        PR	         0.00	           30	          100.00
       525	   66260001	    -56.108	    -15.617	                       Paraguai	              Cerrado	        MT	         0.00	           30	          100.00
       526	   67100000	    -57.892	    -21.699	                       Paraguai	             Pantanal	        MS	         0.26	           28	           99.76
       527	   70100000	    -49.802	    -28.369	                        Uruguai	      Atlantic forest	        SC	         0.96	           27	           99.14
       528	   70200000	    -50.302	    -28.439	                        Uruguai	      Atlantic forest	        RS	         0.84	           27	           99.24
       529	   70300000	    -50.060	    -28.091	                        Uruguai	      Atlantic forest	        SC	         1.41	           27	           98.74
       530	   70500000	    -50.443	    -28.161	                        Uruguai	      Atlantic forest	        SC	         2.81	           25	           97.66
       531	   71200000	    -49.778	    -27.803	                        Uruguai	      Atlantic forest	        SC	         0.00	           30	          100.00
       532	   71250000	    -49.629	    -27.828	                        Uruguai	      Atlantic forest	        SC	         0.00	           30	          100.00
       533	   71300000	    -49.839	    -27.702	                        Uruguai	      Atlantic forest	        SC	         0.00	           30	          100.00
       534	   71383000	    -50.391	    -27.485	                        Uruguai	      Atlantic forest	        SC	         0.00	           30	          100.00
       535	   71498000	    -50.754	    -27.334	                        Uruguai	      Atlantic forest	        SC	         0.00	           30	          100.00
       536	   71550000	    -50.861	    -27.539	                        Uruguai	      Atlantic forest	        SC	         0.00	           30	          100.00
       537	   72430000	    -51.753	    -27.878	                        Uruguai	      Atlantic forest	        RS	         1.41	           27	           98.74
       538	   72630000	    -51.886	    -27.707	                        Uruguai	      Atlantic forest	        RS	         0.00	           30	          100.00
       539	   72680000	    -51.858	    -27.562	                        Uruguai	      Atlantic forest	        RS	         0.00	           30	          100.00
       540	   72715000	    -51.076	    -26.896	                        Uruguai	      Atlantic forest	        SC	         0.27	           29	           99.74
       541	   72810000	    -51.258	    -27.088	                        Uruguai	      Atlantic forest	        SC	         0.28	           29	           99.73
       542	   72870000	    -51.527	    -27.316	                        Uruguai	      Atlantic forest	        SC	         2.53	           27	           97.72
       543	   73300000	    -52.183	    -26.949	                        Uruguai	      Atlantic forest	        SC	         0.17	           28	           99.84
       544	   73330000	    -52.367	    -26.970	                        Uruguai	      Atlantic forest	        SC	         0.17	           28	           99.84
       545	   73350000	    -52.523	    -27.165	                        Uruguai	      Atlantic forest	        SC	         0.18	           28	           99.83
       546	   73600000	    -52.326	    -26.561	                        Uruguai	      Atlantic forest	        SC	         1.12	           28	           98.95
       547	   73690001	    -52.026	    -26.772	                        Uruguai	      Atlantic forest	        SC	         1.11	           29	           98.92
       548	   73765000	    -52.750	    -26.761	                        Uruguai	      Atlantic forest	        SC	         0.00	           30	          100.00
       549	   73770000	    -52.734	    -26.817	                        Uruguai	      Atlantic forest	        SC	         0.00	           30	          100.00
       550	   73780000	    -52.902	    -26.737	                        Uruguai	      Atlantic forest	        SC	         1.41	           27	           98.74
       551	   73820000	    -52.904	    -26.860	                        Uruguai	      Atlantic forest	        SC	         1.53	           27	           98.62
       552	   73900000	    -53.009	    -26.924	                        Uruguai	      Atlantic forest	        SC	         0.00	           30	          100.00
       553	   73960000	    -52.954	    -27.041	                        Uruguai	      Atlantic forest	        SC	         0.00	           30	          100.00
       554	   74100000	    -53.229	    -27.175	                        Uruguai	      Atlantic forest	        RS	         0.00	           30	          100.00
       555	   74205000	    -53.028	    -27.815	                        Uruguai	      Atlantic forest	        RS	         0.00	           30	          100.00
       556	   74270000	    -53.320	    -27.278	                        Uruguai	      Atlantic forest	        RS	         0.00	           30	          100.00
       557	   74295000	    -53.295	    -27.013	                        Uruguai	      Atlantic forest	        SC	         0.16	           29	           99.85
       558	   74320000	    -53.286	    -26.682	                        Uruguai	      Atlantic forest	        SC	         0.00	           30	          100.00
       559	   74370000	    -53.644	    -27.333	                        Uruguai	      Atlantic forest	        RS	         0.00	           30	          100.00
       560	   74460000	    -53.728	    -27.825	                        Uruguai	      Atlantic forest	        RS	         0.00	           30	          100.00
       561	   74470000	    -53.880	    -27.392	                        Uruguai	      Atlantic forest	        RS	         0.00	           30	          100.00
       562	   74700000	    -54.464	    -27.674	                        Uruguai	      Atlantic forest	        RS	         0.00	           30	          100.00
       563	   74750000	    -54.556	    -27.845	                        Uruguai	      Atlantic forest	        RS	         0.45	           29	           99.57
       564	   74800000	    -55.027	    -27.851	                        Uruguai	      Atlantic forest	        RS	         0.56	           29	           99.46
       565	   74880000	    -54.755	    -28.062	                        Uruguai	      Atlantic forest	        RS	         0.00	           30	          100.00
       566	   74900000	    -54.940	    -27.931	                        Uruguai	      Atlantic forest	        RS	         0.00	           30	          100.00
       567	   75550000	    -55.643	    -28.179	                        Uruguai	                Pampa	        RS	         7.50	           27	           93.25
       568	   76310000	    -54.915	    -30.242	                        Uruguai	                Pampa	        RS	         2.00	           27	           98.20
       569	   77150000	    -57.097	    -29.741	                        Uruguai	                Pampa	        RS	         0.00	           30	          100.00
       570	   81125000	    -49.340	    -24.756	             Southeast Atlantic	      Atlantic forest	        PR	         0.00	           30	          100.00
       571	   81140000	    -49.263	    -24.827	             Southeast Atlantic	      Atlantic forest	        PR	         0.25	           29	           99.76
       572	   81200000	    -49.000	    -24.656	             Southeast Atlantic	      Atlantic forest	        PR	         0.39	           28	           99.63
       573	   82009080	    -48.483	    -25.213	                 South Atlantic	      Atlantic forest	        PR	         0.00	           30	          100.00
       574	   82170000	    -48.834	    -25.472	                 South Atlantic	      Atlantic forest	        PR	         0.00	           30	          100.00
       575	   82320000	    -49.292	    -26.424	                 South Atlantic	      Atlantic forest	        SC	         0.00	           30	          100.00
       576	   82350000	    -49.081	    -26.480	                 South Atlantic	      Atlantic forest	        SC	         0.00	           30	          100.00
       577	   82770000	    -48.829	    -26.446	                 South Atlantic	      Atlantic forest	        SC	         0.33	           29	           99.68
       578	   83050000	    -49.995	    -27.114	                 South Atlantic	      Atlantic forest	        SC	         0.06	           29	           99.94
       579	   83105000	    -49.363	    -27.683	                 South Atlantic	      Atlantic forest	        SC	         0.00	           30	          100.00
       580	   83250000	    -49.606	    -27.399	                 South Atlantic	      Atlantic forest	        SC	         0.00	           30	          100.00
       581	   83300200	    -49.629	    -27.208	                 South Atlantic	      Atlantic forest	        SC	         0.00	           30	          100.00
       582	   83345000	    -49.833	    -26.698	                 South Atlantic	      Atlantic forest	        SC	         0.00	           30	          100.00
       583	   83440000	    -49.517	    -27.055	                 South Atlantic	      Atlantic forest	        SC	         0.00	           30	          100.00
       584	   83660000	    -49.365	    -26.788	                 South Atlantic	      Atlantic forest	        SC	         8.50	           25	           92.92
       585	   83675000	    -49.271	    -26.742	                 South Atlantic	      Atlantic forest	        SC	         0.00	           30	          100.00
       586	   83690000	    -49.237	    -26.891	                 South Atlantic	      Atlantic forest	        SC	         0.00	           30	          100.00
       587	   83800002	    -49.066	    -26.918	                 South Atlantic	      Atlantic forest	        SC	         0.00	           30	          100.00
       588	   83880000	    -48.933	    -26.725	                 South Atlantic	      Atlantic forest	        SC	         9.19	           26	           92.03
       589	   84071000	    -48.952	    -27.415	                 South Atlantic	      Atlantic forest	        SC	         0.00	           30	          100.00
       590	   84095000	    -48.934	    -27.286	                 South Atlantic	      Atlantic forest	        SC	         3.17	           28	           97.04
       591	   84100000	    -48.803	    -27.704	                 South Atlantic	      Atlantic forest	        SC	         8.51	           25	           92.91
       592	   84520000	    -49.116	    -27.996	                 South Atlantic	      Atlantic forest	        SC	         0.00	           30	          100.00
       593	   84551000	    -49.194	    -28.209	                 South Atlantic	      Atlantic forest	        SC	         0.00	           30	          100.00
       594	   84580000	    -49.106	    -28.421	                 South Atlantic	      Atlantic forest	        SC	         0.24	           29	           99.77
       595	   84600000	    -49.013	    -28.261	                 South Atlantic	      Atlantic forest	        SC	         3.34	           28	           96.88
       596	   84853000	    -49.593	    -28.870	                 South Atlantic	      Atlantic forest	        SC	         3.34	           25	           97.22
       597	   85400000	    -53.347	    -29.627	                 South Atlantic	      Atlantic forest	        RS	         0.28	           29	           99.73
       598	   85438000	    -53.375	    -29.803	                 South Atlantic	                Pampa	        RS	         2.03	           21	           98.58
       599	   85480000	    -53.986	    -30.232	                 South Atlantic	                Pampa	        RS	         0.00	           30	          100.00
       600	   85900000	    -52.377	    -29.996	                 South Atlantic	                Pampa	        RS	         1.12	           27	           98.99
       601	   86100000	    -50.495	    -28.806	                 South Atlantic	      Atlantic forest	        RS	         1.29	           27	           98.84
       602	   86160000	    -50.456	    -28.868	                 South Atlantic	      Atlantic forest	        RS	         1.12	           27	           98.99
       603	   86410000	    -51.425	    -28.740	                 South Atlantic	      Atlantic forest	        RS	         0.85	           27	           99.24
       604	   86420000	    -51.608	    -28.678	                 South Atlantic	      Atlantic forest	        RS	         1.12	           27	           98.99
       605	   86480000	    -51.856	    -28.619	                 South Atlantic	      Atlantic forest	        RS	         0.00	           30	          100.00
       606	   86500000	    -51.833	    -28.849	                 South Atlantic	      Atlantic forest	        RS	         0.00	           30	          100.00
       607	   86510000	    -51.867	    -29.169	                 South Atlantic	      Atlantic forest	        RS	         0.00	           30	          100.00
       608	   86560000	    -51.953	    -28.912	                 South Atlantic	      Atlantic forest	        RS	         0.00	           30	          100.00
       609	   86580000	    -51.911	    -29.120	                 South Atlantic	      Atlantic forest	        RS	         0.00	           30	          100.00
       610	   86700000	    -51.923	    -29.188	                 South Atlantic	      Atlantic forest	        RS	         0.00	           30	          100.00
       611	   86745000	    -52.162	    -29.216	                 South Atlantic	      Atlantic forest	        RS	         0.38	           28	           99.64
       612	   87170000	    -51.387	    -29.590	                 South Atlantic	      Atlantic forest	        RS	         1.22	           26	           98.94
       613	   87380000	    -51.038	    -29.703	                 South Atlantic	      Atlantic forest	        RS	         1.41	           27	           98.74
       614	   87382000	    -51.148	    -29.758	                 South Atlantic	                Pampa	        RS	         1.13	           27	           98.98
       615	   87450100	    -51.197	    -30.048	                 South Atlantic	                Pampa	        RS	         9.39	           19	           94.05
       616	   88575000	    -53.268	    -31.865	                 South Atlantic	                Pampa	        RS	         8.77	           16	           95.32
       617	   88750000	    -52.474	    -31.712	                 South Atlantic	                Pampa	        RS	         0.28	           29	           99.73
       618	   88850000	    -52.463	    -31.573	                 South Atlantic	                Pampa	        RS	         0.14	           29	           99.87
       619	   12400000	    -73.664	     -7.448	                         Amazon	               Amazon	        AC	         4.43	           21	           96.90
       620	   20200000	    -49.692	    -15.496	             Tocantins-Araguaia	              Cerrado	        GO	         0.00	           30	          100.00
       621	   21300000	    -46.492	    -14.477	             Tocantins-Araguaia	              Cerrado	        GO	         6.11	           23	           95.31
       622	   21560000	    -46.778	    -13.501	             Tocantins-Araguaia	              Cerrado	        GO	         8.72	           24	           93.03
       623	   22050001	    -48.528	    -12.023	             Tocantins-Araguaia	              Cerrado	        TO	         0.00	           30	          100.00
       624	   22500000	    -48.383	     -9.568	             Tocantins-Araguaia	              Cerrado	        TO	         0.00	           30	          100.00
       625	   25100000	    -50.172	    -15.923	             Tocantins-Araguaia	              Cerrado	        GO	         0.00	           30	          100.00
       626	   26040000	    -54.177	    -15.315	             Tocantins-Araguaia	              Cerrado	        MT	         2.51	           28	           97.66
       627	   31490000	    -47.055	     -1.867	             Tocantins-Araguaia	               Amazon	        PA	         0.00	           30	          100.00
       628	   31520000	    -47.066	     -1.543	             Tocantins-Araguaia	               Amazon	        PA	         0.00	           30	          100.00
       629	   31600000	    -47.116	     -1.653	             Tocantins-Araguaia	               Amazon	        PA	         2.21	           26	           98.09
       630	   32400000	    -46.708	     -1.858	     Eastern Northeast Atlantic	               Amazon	        PA	         0.63	           27	           99.43
       631	   33075000	    -46.493	     -4.299	     Eastern Northeast Atlantic	               Amazon	        MA	         1.07	           29	           98.97
       632	   34660000	    -43.025	     -5.572	                       Parnaíba	             Caatinga	        PI	         0.01	           29	           99.99
       633	   40040000	    -46.061	    -20.096	                  São Francisco	              Cerrado	        MG	         3.62	           22	           97.34
       634	   40053000	    -45.663	    -20.238	                  São Francisco	              Cerrado	        MG	         2.13	           27	           98.09
       635	   40060001	    -46.018	    -19.888	                  São Francisco	              Cerrado	        MG	         0.27	           29	           99.74
       636	   40150000	    -44.793	    -20.181	                  São Francisco	              Cerrado	        MG	         2.53	           23	           98.06
       637	   40170000	    -44.918	    -20.218	                  São Francisco	              Cerrado	        MG	         0.27	           29	           99.74
       638	   40185000	    -44.893	    -20.185	                  São Francisco	              Cerrado	        MG	         0.51	           27	           99.54
       639	   40269900	    -44.582	    -20.068	                  São Francisco	      Atlantic forest	        MG	         2.47	           27	           97.77
       640	   40300001	    -44.818	    -19.743	                  São Francisco	      Atlantic forest	        MG	         5.30	           26	           95.40
       641	   40330000	    -44.931	    -19.694	                  São Francisco	              Cerrado	        MG	         3.14	           26	           97.28
       642	   40500000	    -45.221	    -19.332	                  São Francisco	              Cerrado	        MG	         1.17	           27	           98.95
       643	   40530000	    -45.442	    -19.165	                  São Francisco	              Cerrado	        MG	         4.86	           21	           96.59
       644	   40680000	    -44.073	    -20.661	                  São Francisco	      Atlantic forest	        MG	         0.00	           30	          100.00
       645	   40740000	    -44.165	    -20.156	                  São Francisco	      Atlantic forest	        MG	         0.00	           30	          100.00
       646	   40800001	    -44.348	    -19.916	                  São Francisco	      Atlantic forest	        MG	         0.00	           30	          100.00
       647	   40810350	    -44.485	    -20.103	                  São Francisco	      Atlantic forest	        MG	         0.28	           28	           99.74
       648	   40810800	    -44.436	    -20.088	                  São Francisco	      Atlantic forest	        MG	         0.00	           30	          100.00
       649	   40811100	    -44.409	    -20.048	                  São Francisco	      Atlantic forest	        MG	         0.00	           30	          100.00
       650	   40823500	    -44.365	    -19.962	                  São Francisco	      Atlantic forest	        MG	         0.01	           29	           99.99
       651	   40850000	    -44.551	    -19.427	                  São Francisco	              Cerrado	        MG	         0.00	           30	          100.00
       652	   40930000	    -45.887	    -19.396	                  São Francisco	              Cerrado	        MG	         4.99	           24	           96.01
       653	   40975000	    -45.646	    -18.467	                  São Francisco	              Cerrado	        MG	         7.33	           18	           95.60
       654	   41050000	    -46.039	    -18.707	                  São Francisco	              Cerrado	        MG	         0.27	           29	           99.74
       655	   41135000	    -44.944	    -17.370	                  São Francisco	              Cerrado	        MG	         0.05	           28	           99.95
       656	   41199998	    -43.826	    -20.020	                  São Francisco	      Atlantic forest	        MG	         3.01	           26	           97.39
       657	   41260000	    -43.816	    -19.705	                  São Francisco	              Cerrado	        MG	         0.56	           29	           99.46
       658	   41380000	    -43.905	    -19.463	                  São Francisco	              Cerrado	        MG	         0.81	           27	           99.27
       659	   41410000	    -44.025	    -19.226	                  São Francisco	              Cerrado	        MG	         0.81	           26	           99.30
       660	   41440005	    -44.153	    -19.372	                  São Francisco	              Cerrado	        MG	         0.27	           29	           99.74
       661	   41685000	    -44.285	    -18.603	                  São Francisco	              Cerrado	        MG	         0.29	           28	           99.73
       662	   41780002	    -44.050	    -18.645	                  São Francisco	              Cerrado	        MG	         0.99	           27	           99.11
       663	   41890000	    -44.180	    -17.997	                  São Francisco	              Cerrado	        MG	         1.75	           26	           98.48
       664	   42187000	    -44.376	    -16.468	                  São Francisco	              Cerrado	        MG	         0.27	           29	           99.74
       665	   42250000	    -47.010	    -17.914	                  São Francisco	              Cerrado	        MG	         0.27	           29	           99.74
       666	   42257000	    -46.648	    -17.514	                  São Francisco	              Cerrado	        MG	         3.75	           23	           97.12
       667	   42365000	    -46.357	    -17.663	                  São Francisco	              Cerrado	        MG	         7.11	           16	           96.21
       668	   42435000	    -46.587	    -16.870	                  São Francisco	              Cerrado	        MG	         7.25	           24	           94.20
       669	   42460000	    -47.233	    -16.209	                  São Francisco	              Cerrado	        MG	         8.98	           16	           95.21
       670	   42490000	    -46.880	    -16.348	                  São Francisco	              Cerrado	        MG	         2.48	           21	           98.26
       671	   42546000	    -46.747	    -16.136	                  São Francisco	              Cerrado	        MG	         2.21	           27	           98.01
       672	   42840000	    -45.759	    -18.139	                  São Francisco	              Cerrado	        MG	         0.39	           28	           99.63
       673	   42860000	    -45.436	    -17.121	                  São Francisco	              Cerrado	        MG	         9.61	           20	           93.59
       674	   45170001	    -44.523	    -14.265	                  São Francisco	              Cerrado	        BA	         0.27	           29	           99.74
       675	   45590000	    -44.638	    -13.340	                  São Francisco	              Cerrado	        BA	         0.00	           30	          100.00
       676	   45740001	    -44.562	    -13.285	                  São Francisco	              Cerrado	        BA	         0.00	           30	          100.00
       677	   45770000	    -44.569	    -13.453	                  São Francisco	              Cerrado	        BA	         0.57	           28	           99.46
       678	   45880000	    -44.303	    -13.559	                  São Francisco	              Cerrado	        BA	         0.32	           27	           99.71
       679	   46415000	    -45.086	    -12.431	                  São Francisco	              Cerrado	        BA	         3.79	           25	           96.84
       680	   46455000	    -45.123	    -12.411	                  São Francisco	              Cerrado	        BA	         0.17	           27	           99.84
       681	   46490000	    -44.954	    -12.406	                  São Francisco	              Cerrado	        BA	         6.68	           25	           94.43
       682	   46543000	    -45.103	    -12.137	                  São Francisco	              Cerrado	        BA	         4.38	           28	           95.91
       683	   46570000	    -45.608	    -11.894	                  São Francisco	              Cerrado	        BA	         1.09	           28	           98.99
       684	   46590000	    -45.120	    -11.854	                  São Francisco	              Cerrado	        BA	         5.27	           27	           95.26
       685	   46770000	    -45.532	    -11.008	                  São Francisco	              Cerrado	        BA	         0.00	           30	          100.00
       686	   46998000	    -43.135	    -11.094	                  São Francisco	              Cerrado	        BA	         9.71	           20	           93.53
       687	   47249000	    -42.343	    -10.984	                  São Francisco	             Caatinga	        BA	         5.82	           23	           95.54
       688	   48850000	    -38.528	     -8.174	                  São Francisco	             Caatinga	        PE	         6.54	           19	           95.86
       689	   53790000	    -40.067	    -15.392	                  East Atlantic	      Atlantic forest	        BA	         1.74	           28	           98.37
       690	   58442000	    -43.158	    -22.142	             Southeast Atlantic	      Atlantic forest	        RJ	         7.18	           11	           97.37
