CABra dataset - Additional attributes
 
longitude_centroid and latitude_centroid are the XY coordinates of the catchment centroid.
dist_coast is the distance to the nearest coast.
 
  CABra ID	     ANA ID	   longitude_centroid	    latitude_centroid	 dist_coast
          	           	                   dd	                   dd	         km
       534	   71383000	              -49.881	              -27.727	     172.31
       535	   71498000	              -50.618	              -27.080	     208.95
       536	   71550000	              -50.273	              -27.442	     214.09
       537	   72430000	              -51.596	              -28.108	     240.52
       538	   72630000	              -52.029	              -28.034	     261.80
       539	   72680000	              -52.034	              -27.951	     276.91
       540	   72715000	              -50.993	              -26.775	     236.17
       541	   72810000	              -51.107	              -26.848	     259.13
       542	   72870000	              -51.360	              -27.308	     278.74
       543	   73300000	              -51.940	              -26.926	     344.54
       544	   73330000	              -52.037	              -26.931	     353.13
       545	   73350000	              -52.199	              -26.957	     337.70
       546	   73600000	              -51.888	              -26.646	     353.02
       547	   73690001	              -51.781	              -26.817	     325.81
       548	   73765000	              -52.806	              -26.629	     387.58
       549	   73770000	              -52.201	              -26.669	     381.22
       550	   73780000	              -52.947	              -26.511	     395.78
       551	   73820000	              -52.962	              -26.584	     383.37
       552	   73900000	              -53.084	              -26.807	     381.34
       553	   73960000	              -52.434	              -26.693	     367.29
       554	   74100000	              -51.353	              -27.539	     367.18
       555	   74205000	              -52.884	              -27.874	     296.70
       556	   74270000	              -53.018	              -27.843	     362.22
       557	   74295000	              -53.241	              -26.847	     385.97
       558	   74320000	              -53.174	              -26.542	     417.68
       559	   74370000	              -53.482	              -27.670	     375.67
       560	   74460000	              -53.624	              -27.942	     339.64
       561	   74470000	              -53.714	              -27.720	     385.26
       562	   74700000	              -54.279	              -27.892	     404.00
       563	   74750000	              -54.469	              -27.938	     399.07
       564	   74800000	              -52.225	              -27.482	     436.28
       565	   74880000	              -54.467	              -28.089	     401.03
       566	   74900000	              -54.598	              -28.063	     424.22
       567	   75550000	              -52.637	              -27.639	     470.27
       568	   76310000	              -54.840	              -30.833	     306.48
       569	   77150000	              -53.766	              -28.383	     318.12
       570	   81125000	              -49.517	              -24.676	      89.54
       571	   81140000	              -49.229	              -24.952	      78.47
       572	   81200000	              -49.413	              -24.897	      81.60
       573	   82009080	              -48.577	              -25.244	       4.81
       574	   82170000	              -48.906	              -25.406	      10.53
       575	   82320000	              -49.394	              -26.426	      51.03
       576	   82350000	              -49.284	              -26.398	      34.28
       577	   82770000	              -48.938	              -26.347	      15.52
       578	   83050000	              -50.139	              -27.044	     137.05
       579	   83105000	              -49.278	              -27.747	      70.71
       580	   83250000	              -49.474	              -27.610	      95.19
       581	   83300200	              -49.800	              -27.321	     100.04
       582	   83345000	              -50.043	              -26.608	     112.02
       583	   83440000	              -49.877	              -26.771	      89.34
       584	   83660000	              -49.502	              -26.748	      68.35
       585	   83675000	              -49.372	              -26.613	      58.63
       586	   83690000	              -49.772	              -27.103	      58.26
       587	   83800002	              -49.694	              -27.039	      43.68
       588	   83880000	              -48.982	              -26.697	      24.96
       589	   84071000	              -49.077	              -27.554	      30.81
       590	   84095000	              -49.166	              -27.400	      31.21
       591	   84100000	              -48.924	              -27.724	      16.59
       592	   84520000	              -49.102	              -27.866	      43.75
       593	   84551000	              -49.312	              -28.138	      34.63
       594	   84580000	              -49.261	              -28.171	      22.73
       595	   84600000	              -48.963	              -28.049	      16.01
       596	   84853000	              -49.723	              -28.716	      22.11
       597	   85400000	              -53.059	              -28.839	     203.21
       598	   85438000	              -53.591	              -29.696	     201.90
       599	   85480000	              -54.185	              -30.414	     228.82
       600	   85900000	              -53.224	              -29.616	     103.58
       601	   86100000	              -50.181	              -28.893	      95.40
       602	   86160000	              -50.336	              -29.145	      88.27
       603	   86410000	              -51.288	              -28.469	     141.10
       604	   86420000	              -51.622	              -28.561	     150.76
       605	   86480000	              -51.829	              -28.435	     163.73
       606	   86500000	              -51.836	              -28.513	     139.11
       607	   86510000	              -51.094	              -28.801	     108.83
       608	   86560000	              -52.139	              -28.616	     137.77
       609	   86580000	              -52.103	              -28.683	     115.70
       610	   86700000	              -52.071	              -29.080	     109.99
       611	   86745000	              -52.261	              -28.941	     122.25
       612	   87170000	              -50.999	              -29.310	      47.35
       613	   87380000	              -50.638	              -29.619	      40.39
       614	   87382000	              -50.668	              -29.626	      29.88
       615	   87450100	              -51.138	              -30.078	       3.96
       616	   88575000	              -53.410	              -31.749	      96.48
       617	   88750000	              -52.543	              -31.664	      24.30
       618	   88850000	              -52.600	              -31.503	      29.72
       619	   12400000	              -73.800	               -7.515	     570.62
       620	   20200000	              -49.856	              -15.849	     993.41
       621	   21300000	              -46.210	              -14.539	     797.27
       622	   21560000	              -46.513	              -13.309	     825.96
       623	   22050001	              -47.835	              -14.066	    1035.97
       624	   22500000	              -47.992	              -13.343	     777.84
       625	   25100000	              -50.095	              -15.939	     968.77
       626	   26040000	              -54.748	              -15.364	    1248.34
       627	   31490000	              -47.207	               -2.206	     100.46
       628	   31520000	              -47.130	               -2.078	      68.23
       629	   31600000	              -47.120	               -1.687	      81.61
       630	   32400000	              -46.807	               -2.163	      90.15
       631	   33075000	              -46.550	               -4.898	     219.06
       632	   34660000	              -43.898	               -8.236	     319.27
       633	   40040000	              -46.202	              -20.050	     360.30
       634	   40053000	              -45.655	              -20.390	     328.72
       635	   40060001	              -46.159	              -19.801	     379.62
       636	   40150000	              -44.559	              -20.499	     310.10
       637	   40170000	              -45.036	              -20.399	     308.13
       638	   40185000	              -44.950	              -20.426	     311.30
       639	   40269900	              -44.519	              -20.192	     320.38
       640	   40300001	              -44.646	              -19.974	     359.05
       641	   40330000	              -44.745	              -20.268	     366.17
       642	   40500000	              -45.242	              -19.576	     411.60
       643	   40530000	              -45.605	              -19.201	     435.15
       644	   40680000	              -44.151	              -20.787	     247.65
       645	   40740000	              -44.016	              -20.560	     303.67
       646	   40800001	              -44.108	              -20.412	     335.81
       647	   40810350	              -44.496	              -20.094	     315.89
       648	   40810800	              -44.470	              -20.115	     317.40
       649	   40811100	              -44.450	              -20.098	     321.82
       650	   40823500	              -44.467	              -19.997	     331.42
       651	   40850000	              -44.201	              -20.196	     391.87
       652	   40930000	              -46.006	              -19.518	     424.81
       653	   40975000	              -45.798	              -18.840	     516.07
       654	   41050000	              -46.178	              -18.796	     502.62
       655	   41135000	              -45.210	              -19.439	     567.92
       656	   41199998	              -43.772	              -20.242	     307.31
       657	   41260000	              -43.863	              -20.008	     341.46
       658	   41380000	              -43.736	              -19.461	     364.23
       659	   41410000	              -43.863	              -19.776	     388.17
       660	   41440005	              -44.190	              -19.476	     386.53
       661	   41685000	              -44.494	              -18.663	     449.02
       662	   41780002	              -43.742	              -18.881	     426.04
       663	   41890000	              -44.048	              -17.923	     473.70
       664	   42187000	              -44.164	              -16.675	     541.16
       665	   42250000	              -47.057	              -17.984	     623.35
       666	   42257000	              -47.000	              -17.345	     649.70
       667	   42365000	              -46.258	              -18.169	     623.78
       668	   42435000	              -46.839	              -16.730	     715.43
       669	   42460000	              -47.314	              -15.877	     807.76
       670	   42490000	              -47.246	              -15.972	     780.51
       671	   42546000	              -46.846	              -15.984	     791.30
       672	   42840000	              -45.882	              -18.221	     554.55
       673	   42860000	              -45.654	              -17.713	     625.63
       674	   45170001	              -45.170	              -14.447	     583.63
       675	   45590000	              -45.511	              -13.572	     595.88
       676	   45740001	              -45.138	              -13.177	     588.25
       677	   45770000	              -45.515	              -13.825	     587.46
       678	   45880000	              -45.246	              -14.109	     558.03
       679	   46415000	              -45.472	              -12.936	     660.57
       680	   46455000	              -45.779	              -12.697	     665.01
       681	   46490000	              -44.493	              -12.544	     647.31
       682	   46543000	              -45.717	              -12.241	     670.56
       683	   46570000	              -46.012	              -11.888	     730.83
       684	   46590000	              -45.677	              -11.774	     680.90
       685	   46770000	              -45.814	              -10.727	     745.98
       686	   46998000	              -44.771	              -15.360	     495.16
       687	   47249000	              -42.204	              -11.453	     422.42
       688	   48850000	              -37.976	               -7.803	     327.20
       689	   53790000	              -41.425	              -15.391	     115.82
       690	   58442000	              -43.035	              -22.320	      59.50
       691	   58826000	              -42.546	              -22.313	      66.83
       692	   58846000	              -42.409	              -22.208	      52.91
       693	   58857000	              -42.485	              -22.041	      75.31
       694	   58880001	              -43.838	              -22.235	      69.67
       695	   60030000	              -47.389	              -16.852	     688.65
       696	   60435100	              -48.194	              -15.679	     900.22
       697	   60477400	              -47.993	              -15.660	     884.86
       698	   60477600	              -47.970	              -15.737	     884.69
       699	   60478500	              -47.929	              -15.933	     869.37
       700	   60478600	              -47.844	              -15.894	     869.37
       701	   60500000	              -47.782	              -15.979	     797.30
       702	   60540000	              -48.375	              -16.704	     753.36
       703	   61175000	              -45.129	              -21.448	     203.62
       704	   61565000	              -46.046	              -21.933	     206.13
       705	   61795000	              -48.123	              -19.691	     487.73
       706	   61910000	              -47.007	              -22.151	     283.03
       707	   61956001	              -48.699	              -21.205	     398.26
       708	   62095100	              -45.728	              -23.542	      25.31
       709	   62110000	              -45.927	              -23.570	      34.62
       710	   62496001	              -47.650	              -23.645	     128.28
       711	   62676000	              -46.452	              -23.069	     109.12
       712	   62772500	              -48.084	              -21.882	     295.56
       713	   63160000	              -49.886	              -21.919	     433.77
       714	   64346000	              -50.943	              -22.380	     382.89
       715	   64370000	              -50.037	              -23.695	     296.38
       716	   64491000	              -50.369	              -24.814	     245.75
       717	   65019700	              -49.318	              -25.415	      64.90
       718	   65415000	              -51.025	              -25.977	     234.64
       719	   65855000	              -52.010	              -25.331	     348.17
       720	   66006000	              -56.828	              -14.321	    1472.92
       721	   66008000	              -57.003	              -15.449	    1424.84
       722	   66160000	              -55.634	              -14.499	    1414.23
       723	   75155000	              -53.482	              -28.253	     308.91
       724	   75205000	              -53.845	              -28.569	     322.09
       725	   75450000	              -54.533	              -28.746	     386.68
       726	   76100000	              -54.012	              -29.342	     299.01
       727	   76300000	              -55.116	              -30.784	     303.26
       728	   76440000	              -54.345	              -29.194	     331.33
       729	   76460000	              -54.685	              -29.174	     341.06
       730	   81380000	              -49.036	              -24.844	      50.19
       731	   81683000	              -48.582	              -24.638	      36.44
       732	   84950000	              -49.823	              -28.914	      17.40
       733	   87160000	              -50.830	              -29.270	      74.53
       734	   87399000	              -50.772	              -29.962	      26.34
       735	   87400000	              -50.795	              -29.947	      18.44
